month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/mÂ²),et0_fao_evapotranspiration_(mm),AQI,average_ocean_temp,tide_height(ft)
4,5,2023,822,87,77.0,82.0,6.7,0,17,0.001,0.0,0,14.0,22.67,5.39,39.0,81.30416666666667,0.38875
4,6,2023,823,87,77.0,82.0,6.6,0,17,0.001,0.0,0,15.5,21.6,5.39,41.0,80.89999999999999,0.3679166666666666
4,7,2023,824,85,77.0,81.0,5.4,0,16,0.00,0.0,0,13.0,24.21,5.65,42.0,80.84166666666665,0.3770833333333334
4,8,2023,825,86,75.0,80.5,4.8,0,16,0.04,0.0,0,10.3,22.65,5.28,44.0,80.8125,0.5670833333333333
4,9,2023,826,88,72.0,80.0,4.1,0,15,0.001,0.0,0,11.9,18.15,3.92,43.0,81.27499999999999,0.7204166666666666
4,10,2023,827,80,70.0,75.0,-1.0,0,10,2.47,0.0,0,19.4,17.36,3.31,42.0,80.44166666666666,0.8641666666666667
4,11,2023,828,77,68.0,72.5,-3.6,0,8,2.76,0.0,0,24.5,11.22,2.48,48.0,77.88333333333334,1.0354166666666669
4,12,2023,829,76,69.0,72.5,-3.8,0,8,2.15,0.0,0,20.8,16.86,3.33,44.0,76.00833333333333,1.17875
4,13,2023,830,87,73.0,80.0,3.6,0,15,0.00,0.0,0,11.2,21.69,4.25,50.0,75.90833333333335,1.0679166666666666
4,14,2023,831,89,73.0,81.0,4.4,0,16,0.20,0.0,0,8.6,22.36,4.38,55.0,78.0625,0.8616666666666667
4,15,2023,832,89,75.0,82.0,5.3,0,17,0.00,0.0,0,9.1,23.12,4.5,53.0,79.825,0.74125
4,16,2023,833,88,73.0,80.5,3.7,0,16,0.07,0.0,0,12.5,23.77,4.4,38.0,80.97500000000001,0.5666666666666668
4,17,2023,834,89,69.0,79.0,2.0,0,14,0.25,0.0,0,13.9,21.78,4.28,44.0,81.47500000000001,0.47625
4,18,2023,835,85,67.0,76.0,-1.1,0,11,0.00,0.0,0,14.2,26.68,5.6,67.0,80.34583333333333,0.4766666666666666
4,19,2023,836,83,70.0,76.5,-0.7,0,12,0.00,0.0,0,11.5,20.1,4.95,64.0,78.92916666666667,0.62875
4,20,2023,837,85,70.0,77.5,0.2,0,13,0.00,0.0,0,12.0,22.08,4.71,49.0,78.39999999999999,0.6491666666666668
4,21,2023,838,85,72.0,78.5,1.0,0,14,0.20,0.0,0,7.9,22.63,4.3,44.0,79.16666666666667,0.6608333333333333
4,22,2023,839,89,72.0,80.5,2.9,0,16,0.01,0.0,0,9.2,19.5,4.2,49.0,80.125,0.6891666666666666
4,23,2023,840,87,73.0,80.0,2.3,0,15,0.00,0.0,0,8.5,23.4,4.5,54.0,80.82083333333334,0.6025
4,24,2023,841,82,74.0,78.0,0.2,0,13,0.98,0.0,0,9.8,20.03,4.1,40.0,81.58749999999999,0.6058333333333333
4,25,2023,842,87,69.0,78.0,0.1,0,13,0.23,0.0,0,11.4,20.4,4.22,41.0,81.04583333333333,0.5479166666666666
4,26,2023,843,88,72.0,80.0,2.0,0,15,0.001,0.0,0,13.0,24.37,4.66,44.0,81.42916666666666,0.505
4,27,2023,844,89,73.0,81.0,2.8,0,16,0.00,0.0,0,13.2,24.16,4.85,39.0,82.00833333333334,0.5279166666666667
4,28,2023,845,88,75.0,81.5,3.2,0,17,0.00,0.0,0,12.3,23.08,4.68,55.0,82.58749999999999,0.6966666666666667
4,29,2023,846,91,78.0,84.5,6.1,0,20,0.08,0.0,0,14.6,23.71,4.69,60.0,82.70416666666667,0.7691666666666667
4,30,2023,847,86,73.0,79.5,1.0,0,15,0.001,0.0,0,24.1,18.23,4.75,50.0,82.85416666666667,0.7054166666666667
5,1,2023,848,87,70.0,78.5,-0.1,0,14,0.00,0.0,0,12.3,28.23,6.12,87.0,81.23333333333333,0.5133333333333333
5,2,2023,849,90,71.0,80.5,1.8,0,16,0.00,0.0,0,11.6,27.95,6.06,60.0,81.33333333333333,0.4579166666666667
5,3,2023,850,91,71.0,81.0,2.2,0,16,0.00,0.0,0,11.0,27.48,5.94,56.0,81.58333333333333,0.4879166666666667
5,4,2023,851,88,69.0,78.5,-0.4,0,14,0.00,0.0,0,10.4,28.71,6.48,154.0,81.325,0.47625
5,5,2023,852,88,70.0,79.0,0.0,0,14,0.00,0.0,0,14.9,26.91,5.8,97.0,81.39583333333333,0.3849999999999999
5,6,2023,853,88,74.0,81.0,1.9,0,16,0.10,0.0,0,13.8,25.49,5.62,52.0,81.425,0.3533333333333333
5,7,2023,854,84,74.0,79.0,-0.2,0,14,0.19,0.0,0,17.2,22.99,4.77,48.0,80.78750000000001,0.37
5,8,2023,855,86,72.0,79.0,-0.3,0,14,0.00,0.0,0,12.3,27.04,6.09,49.0,80.24166666666667,0.4475
5,9,2023,856,88,72.0,80.0,0.6,0,15,0.00,0.0,0,11.8,25.64,5.57,48.0,80.96666666666665,0.4737499999999999
5,10,2023,857,91,75.0,83.0,3.5,0,18,0.00,0.0,0,10.2,25.21,5.37,54.0,82.14999999999999,0.4312500000000001
5,11,2023,858,88,76.0,82.0,2.5,0,17,0.00,0.0,0,13.6,26.76,5.93,55.0,82.975,0.5195833333333334
5,12,2023,859,88,79.0,83.5,3.9,0,19,0.01,0.0,0,14.8,24.96,5.96,53.0,82.54166666666667,0.5175
5,13,2023,860,87,79.0,83.0,3.3,0,18,0.001,0.0,0,13.7,25.04,5.9,59.0,82.47500000000001,0.4737499999999999
5,14,2023,861,89,78.0,83.5,3.7,0,19,0.00,0.0,0,13.0,22.23,5.09,65.0,82.41250000000001,0.3974999999999999
5,15,2023,862,89,75.0,82.0,2.1,0,17,0.65,0.0,0,10.6,22.13,4.37,45.0,82.64166666666667,0.3808333333333333
5,16,2023,863,91,75.0,83.0,3.0,0,18,0.00,0.0,0,8.8,24.52,5.18,84.0,83.22500000000001,0.3683333333333333
5,17,2023,864,91,76.0,83.5,3.4,0,19,0.04,0.0,0,11.5,24.03,5.12,51.0,83.675,0.3420833333333333
5,18,2023,865,90,72.0,81.0,0.8,0,16,0.06,0.0,0,10.0,25.68,5.2,54.0,83.55833333333334,0.3991666666666666
5,19,2023,866,90,76.0,83.0,2.7,0,18,1.00,0.0,0,11.0,20.18,3.94,53.0,83.87916666666666,0.3154166666666667
5,20,2023,867,89,69.0,79.0,-1.4,0,14,0.00,0.0,0,10.1,25.0,5.06,34.0,84.43333333333334,0.235
5,21,2023,868,88,75.0,81.5,1.0,0,17,1.23,0.0,0,9.3,23.93,4.84,35.0,84.86666666666667,0.31375
5,22,2023,869,89,76.0,82.5,1.9,0,18,0.10,0.0,0,9.0,23.61,4.89,36.0,85.3625,0.5258333333333333
5,23,2023,870,87,74.0,80.5,-0.2,0,16,0.59,0.0,0,8.4,18.69,3.91,36.0,85.6375,0.635
5,24,2023,871,89,72.0,80.5,-0.3,0,16,0.46,0.0,0,8.2,18.89,3.62,43.0,84.83749999999999,0.6945833333333334
5,25,2023,872,88,71.0,79.5,-1.4,0,15,0.61,0.0,0,11.4,20.29,3.9,41.0,84.27083333333333,0.8579166666666667
5,26,2023,873,85,74.0,79.5,-1.5,0,15,0.07,0.0,0,8.6,21.32,4.1,43.0,83.6125,0.97875
5,27,2023,874,88,73.0,80.5,-0.7,0,16,0.00,0.0,0,8.5,23.11,4.59,44.0,82.93333333333334,0.9704166666666666
5,28,2023,875,93,75.0,84.0,2.7,0,19,0.00,0.0,0,8.1,24.96,5.28,46.0,83.8625,0.955
5,29,2023,876,91,73.0,82.0,0.6,0,17,0.01,0.0,0,9.2,24.15,5.17,58.0,84.42916666666667,1.0804166666666666
5,30,2023,877,91,72.0,81.5,0.0,0,17,0.80,0.0,0,7.7,23.15,4.71,47.0,84.4375,1.0575
5,31,2023,878,87,77.0,82.0,0.4,0,17,0.001,0.0,0,8.3,19.85,3.9,34.0,84.64583333333333,0.965
6,1,2023,879,90,71.0,80.5,-1.2,0,16,0.04,0.0,0,7.2,21.49,4.27,45.0,84.28695652173913,0.7691666666666667
6,2,2023,880,88,73.0,80.5,-1.3,0,16,0.02,0.0,0,7.6,19.0,3.69,51.0,83.84166666666667,0.7058333333333332
6,3,2023,881,88,73.0,80.5,-1.4,0,16,0.18,0.0,0,5.2,21.91,4.32,49.0,84.16666666666667,0.9445833333333332
6,4,2023,882,90,73.0,81.5,-0.5,0,17,0.33,0.0,0,8.3,18.26,3.55,41.0,84.23333333333333,1.0575
6,5,2023,883,92,73.0,82.5,0.5,0,18,0.09,0.0,0,9.8,23.66,4.7,41.0,84.34166666666667,1.0870833333333334
6,6,2023,884,85,71.0,78.0,-4.1,0,13,0.01,0.0,0,8.2,20.52,4.23,54.0,83.8875,1.002916666666667
6,7,2023,885,89,75.0,82.0,-0.2,0,17,0.21,0.0,0,11.6,22.75,4.57,46.0,83.60416666666667,1.1258333333333332
6,8,2023,886,91,76.0,83.5,1.2,0,19,0.70,0.0,0,12.5,22.53,4.55,48.0,83.7,1.0570833333333334
6,9,2023,887,92,76.0,84.0,1.6,0,19,0.00,0.0,0,12.8,21.88,4.51,45.0,83.83913043478262,0.8733333333333334
6,10,2023,888,91,77.0,84.0,1.5,0,19,0.00,0.0,0,10.1,24.44,4.98,46.0,84.7625,0.7725
6,11,2023,889,90,78.0,84.0,1.4,0,19,0.20,0.0,0,11.7,24.21,4.81,43.0,85.16666666666667,0.61
6,12,2023,890,89,77.0,83.0,0.4,0,18,0.39,0.0,0,13.5,20.29,4.04,37.0,85.02083333333333,0.5195833333333334
6,13,2023,891,92,78.0,85.0,2.3,0,20,0.00,0.0,0,12.3,23.4,4.69,38.0,85.14583333333333,0.4758333333333333
6,14,2023,892,93,77.0,85.0,2.2,0,20,0.00,0.0,0,13.3,24.85,5.15,44.0,85.89583333333333,0.3929166666666666
6,15,2023,893,93,81.0,87.0,4.1,0,22,0.00,0.0,0,11.0,26.08,5.42,52.0,86.675,0.4541666666666666
6,16,2023,894,95,81.0,88.0,5.1,0,23,0.02,0.0,0,12.1,21.72,5.0,52.0,87.13333333333333,0.3729166666666666
6,17,2023,895,94,78.0,86.0,3.0,0,21,0.42,0.0,0,11.3,23.14,4.87,46.0,86.45,0.3066666666666667
6,18,2023,896,91,77.0,84.0,0.9,0,19,0.07,0.0,0,13.7,20.34,4.22,46.0,85.49166666666667,0.2495833333333333
6,19,2023,897,94,71.0,82.5,-0.6,0,18,3.04,0.0,0,8.9,16.77,3.58,48.0,84.76666666666667,0.3629166666666666
6,20,2023,898,91,73.0,82.0,-1.2,0,17,0.11,0.0,0,12.3,25.42,5.25,48.0,84.05833333333334,0.4241666666666666
6,21,2023,899,91,73.0,82.0,-1.2,0,17,0.00,0.0,0,11.9,24.24,4.95,41.0,84.70833333333333,0.435
6,22,2023,900,88,78.0,83.0,-0.3,0,18,0.07,0.0,0,10.9,20.13,4.28,38.0,85.40833333333335,0.45
6,23,2023,901,92,80.0,86.0,2.7,0,21,0.00,0.0,0,14.1,21.54,4.46,47.0,85.59999999999998,0.4820833333333332
6,24,2023,902,92,75.0,83.5,0.1,0,19,0.42,0.0,0,11.5,17.96,3.71,56.0,86.49583333333334,0.4975
6,25,2023,903,90,76.0,83.0,-0.4,0,18,1.15,0.0,0,5.6,16.27,3.38,41.0,86.32916666666665,0.5345833333333333
6,26,2023,904,91,76.0,83.5,0.0,0,19,0.11,0.0,0,7.0,20.7,4.11,38.0,86.3125,0.5283333333333333
6,27,2023,905,95,78.0,86.5,3.0,0,22,0.00,0.0,0,8.4,23.79,4.89,36.0,87.22916666666667,0.52375
6,28,2023,906,95,76.0,85.5,2.0,0,21,0.00,0.0,0,8.8,23.93,5.08,64.0,87.92916666666667,0.4829166666666666
6,29,2023,907,95,80.0,87.5,3.9,0,23,0.26,0.0,0,7.3,22.47,4.57,49.0,88.13333333333333,0.5216666666666666
6,30,2023,908,92,79.0,85.5,1.9,0,21,0.03,0.0,0,6.2,20.33,4.22,44.0,87.90416666666665,0.4441666666666666
7,1,2023,909,90,79.0,84.5,0.9,0,20,0.47,0.0,0,7.3,20.4,4.15,36.0,87.7625,0.33875
7,2,2023,910,93,77.0,85.0,1.3,0,20,3.47,0.0,0,6.4,22.42,4.56,35.0,88.38333333333333,0.2716666666666666
7,3,2023,911,94,79.0,86.5,2.8,0,22,0.67,0.0,0,8.7,23.57,4.87,39.0,89.21249999999999,0.31375
7,4,2023,912,93,80.0,86.5,2.8,0,22,0.09,0.0,0,8.2,21.63,4.51,72.0,89.70833333333333,0.3775
7,5,2023,913,94,80.0,87.0,3.2,0,22,0.01,0.0,0,7.8,22.99,4.76,87.0,90.04166666666667,0.3387499999999999
7,6,2023,914,95,82.0,88.5,4.7,0,24,0.02,0.0,0,7.1,23.86,5.05,62.0,90.32083333333333,0.4129166666666666
7,7,2023,915,97,80.0,88.5,4.7,0,24,0.25,0.0,0,9.3,20.63,4.32,48.0,89.95,0.4000000000000001
7,8,2023,916,96,76.0,86.0,2.2,0,21,0.00,0.0,0,9.6,22.4,4.82,54.0,89.42916666666667,0.4599999999999999
7,9,2023,917,94,75.0,84.5,0.6,0,20,0.00,0.0,0,10.5,25.77,5.56,59.0,89.32916666666667,0.5370833333333334
7,10,2023,918,95,78.0,86.5,2.6,0,22,0.00,0.0,0,8.4,23.88,5.28,72.0,89.72500000000001,0.58875
7,11,2023,919,96,77.0,86.5,2.6,0,22,0.00,0.0,0,9.7,25.47,5.65,73.0,89.97499999999998,0.4408333333333333
7,12,2023,920,97,80.0,88.5,4.6,0,24,0.00,0.0,0,8.7,23.46,5.2,61.0,90.52500000000002,0.4570833333333333
7,13,2023,921,95,80.0,87.5,3.5,0,23,0.02,0.0,0,7.1,22.45,4.9,53.0,90.50833333333334,0.5241666666666668
7,14,2023,922,95,79.0,87.0,3.0,0,22,0.25,0.0,0,7.8,25.06,5.14,49.0,90.3125,0.4841666666666667
7,15,2023,923,93,75.0,84.0,0.0,0,19,0.05,0.0,0,7.2,23.27,4.83,42.0,90.40000000000002,0.57625
7,16,2023,924,95,75.0,85.0,0.9,0,20,0.11,0.0,0,8.4,21.77,4.85,54.0,90.45833333333331,0.3533333333333333
7,17,2023,925,94,77.0,85.5,1.4,0,21,0.32,M,M,8.9,16.56,3.62,52.0,89.69583333333333,0.17875
7,18,2023,926,91,78.0,84.5,0.4,0,20,0.04,0.0,0,10.3,19.48,4.15,46.0,89.25,0.2058333333333333
7,19,2023,927,92,79.0,85.5,1.4,0,21,0.18,0.0,0,8.4,15.45,3.34,41.0,89.05833333333334,0.1970833333333333
7,20,2023,928,94,84.0,89.0,4.8,0,24,0.21,0.0,0,10.9,22.08,4.78,79.0,89.33333333333333,0.1395833333333333
7,21,2023,929,94,82.0,88.0,3.8,0,23,0.00,0.0,0,9.1,21.18,4.56,68.0,89.91250000000001,0.3158333333333333
7,22,2023,930,97,81.0,89.0,4.8,0,24,0.00,0.0,0,6.9,24.89,5.31,61.0,89.53333333333332,0.3166666666666666
7,23,2023,931,98,82.0,90.0,5.8,0,25,0.00,0.0,0,6.4,26.38,5.82,74.0,90.07916666666664,0.3583333333333333
7,24,2023,932,96,83.0,89.5,5.2,0,25,0.00,0.0,0,7.3,26.92,5.8,83.0,90.325,0.2104166666666666
7,25,2023,933,95,83.0,89.0,4.7,0,24,0.00,0.0,0,9.0,24.23,5.24,80.0,90.54583333333332,0.21
7,26,2023,934,90,76.0,83.0,-1.3,0,18,0.20,0.0,0,12.5,18.4,3.93,60.0,89.41249999999998,0.1804166666666666
7,27,2023,935,89,77.0,83.0,-1.3,0,18,0.13,0.0,0,10.4,16.93,3.7,35.0,87.73333333333335,0.1745833333333333
7,28,2023,936,88,76.0,82.0,-2.4,0,17,0.92,0.0,0,11.1,11.71,2.73,43.0,87.425,0.0983333333333333
7,29,2023,937,93,81.0,87.0,2.6,0,22,0.001,0.0,0,7.7,25.54,5.6,39.0,87.18333333333334,0.0383333333333333
7,30,2023,938,94,82.0,88.0,3.6,0,23,0.00,0.0,0,8.1,23.23,4.77,32.0,87.84999999999998,0.1325
7,31,2023,939,94,81.0,87.5,3.1,0,23,0.01,0.0,0,9.2,25.05,5.31,37.0,88.51666666666667,0.3049999999999999
8,1,2023,940,94,81.0,87.5,3.1,0,23,0.001,0.0,0,5.4,19.17,4.0,33.0,88.58333333333333,0.1674999999999999
8,2,2023,941,94,79.0,86.5,2.1,0,22,0.27,0.0,0,7.0,20.39,4.22,44.0,88.22083333333335,0.3220833333333333
8,3,2023,942,92,79.0,85.5,1.1,0,21,0.46,0.0,0,7.7,23.65,4.92,38.0,88.175,0.4945833333333333
8,4,2023,943,91,77.0,84.0,-0.5,0,19,1.69,0.0,0,9.8,19.48,3.94,36.0,88.25833333333333,0.7104166666666667
8,5,2023,944,94,81.0,87.5,3.0,0,23,0.62,0.0,0,8.1,20.49,4.32,41.0,88.44583333333333,0.7870833333333334
8,6,2023,945,95,82.0,88.5,4.0,0,24,0.26,0.0,0,7.6,24.66,5.37,41.0,88.99166666666667,0.6470833333333333
8,7,2023,946,95,83.0,89.0,4.5,0,24,0.00,0.0,0,7.7,23.59,4.97,55.0,89.51249999999999,0.3804166666666666
8,8,2023,947,95,83.0,89.0,4.6,0,24,0.02,0.0,0,10.9,21.41,4.67,58.0,89.89583333333333,0.22375
8,9,2023,948,95,83.0,89.0,4.6,0,24,0.01,0.0,0,8.1,19.09,4.03,61.0,90.74583333333334,0.0974999999999999
8,10,2023,949,94,81.0,87.5,3.1,0,23,0.05,0.0,0,9.9,21.09,4.5,58.0,91.3,0.0266666666666666
8,11,2023,950,94,80.0,87.0,2.6,0,22,0.76,0.0,0,6.6,21.75,4.61,54.0,91.52500000000002,0.0416666666666666
8,12,2023,951,93,83.0,88.0,3.6,0,23,0.001,0.0,0,12.8,22.54,4.77,29.0,91.63333333333333,0.0995833333333333
8,13,2023,952,94,82.0,88.0,3.6,0,23,0.001,0.0,0,12.5,21.43,5.12,40.0,90.8625,0.1379166666666666
8,14,2023,953,94,83.0,88.5,4.1,0,24,0.00,0.0,0,7.5,25.1,5.51,60.0,90.075,0.1204166666666666
8,15,2023,954,96,78.0,87.0,2.7,0,22,0.03,0.0,0,9.9,18.73,3.92,40.0,90.46666666666664,0.3083333333333333
8,16,2023,955,92,78.0,85.0,0.7,0,20,0.15,0.0,0,11.9,20.39,4.25,34.0,89.34999999999998,0.4041666666666666
8,17,2023,956,93,75.0,84.0,-0.3,0,19,3.42,0.0,0,12.1,13.17,3.07,55.0,88.90833333333335,0.4599999999999999
8,18,2023,957,90,77.0,83.5,-0.7,0,19,0.21,0.0,0,6.5,20.27,4.33,54.0,87.99583333333334,0.3966666666666666
8,19,2023,958,92,77.0,84.5,0.3,0,20,0.93,0.0,0,11.4,18.26,3.74,43.0,87.81666666666666,0.5375
8,20,2023,959,90,78.0,84.0,-0.2,0,19,0.17,0.0,0,16.1,17.79,4.04,64.0,86.95,0.6370833333333333
8,21,2023,960,91,82.0,86.5,2.4,0,22,0.10,0.0,0,16.3,21.38,4.86,47.0,85.79166666666667,0.6566666666666666
8,22,2023,961,92,80.0,86.0,1.9,0,21,0.03,0.0,0,15.9,23.82,5.74,72.0,85.84999999999998,0.7379166666666667
8,23,2023,962,93,80.0,86.5,2.5,0,22,0.12,0.0,0,10.3,22.9,5.14,60.0,86.39583333333333,0.6991666666666667
8,24,2023,963,94,78.0,86.0,2.0,0,21,0.24,0.0,0,11.0,23.17,5.2,60.0,87.02916666666668,0.8529166666666667
8,25,2023,964,93,81.0,87.0,3.1,0,22,0.01,0.0,0,12.0,23.14,5.25,55.0,87.2625,0.8366666666666666
8,26,2023,965,92,80.0,86.0,2.1,0,21,0.00,0.0,0,9.5,22.89,5.06,37.0,87.22916666666667,0.8545833333333334
8,27,2023,966,93,80.0,86.5,2.7,0,22,0.001,0.0,0,8.5,20.88,4.47,33.0,87.7375,0.9229166666666666
8,28,2023,967,91,80.0,85.5,1.7,0,21,0.07,0.0,0,10.1,18.54,3.99,35.0,88.16666666666667,0.8604166666666666
8,29,2023,968,93,78.0,85.5,1.8,0,21,0.48,0.0,0,20.0,16.81,3.43,34.0,88.05416666666667,0.7275
8,30,2023,969,94,83.0,88.5,4.8,0,24,0.00,0.0,0,22.8,20.56,4.64,54.0,86.875,0.5945833333333334
8,31,2023,970,96,79.0,87.5,3.9,0,23,0.15,0.0,0,11.5,21.18,4.5,54.0,86.83333333333333,0.3525
9,1,2023,971,95,76.0,85.5,1.9,0,21,0.13,0.0,0,6.2,22.06,4.52,48.0,87.04166666666667,0.2102166666666667
9,2,2023,972,91,77.0,84.0,0.5,0,19,0.11,0.0,M,12.5,19.37,4.45,39.0,87.46666666666665,0.2380041666666666
9,3,2023,973,91,77.0,84.0,0.5,0,19,0.00,0.0,0,13.9,21.0,5.85,39.0,86.10833333333335,0.2610875
9,4,2023,974,91,82.0,86.5,3.0,0,22,0.00,0.0,0,11.7,21.54,5.74,39.0,85.47083333333335,0.2754374999999999
9,5,2023,975,92,81.0,86.5,3.1,0,22,0.00,0.0,0,9.2,21.12,5.26,38.0,85.68333333333332,0.2794333333333333
9,6,2023,976,92,78.0,85.0,1.6,0,20,0.00,0.0,0,7.9,22.29,5.03,53.0,85.89999999999999,0.2757291666666667
9,7,2023,977,93,79.0,86.0,2.7,0,21,0.00,0.0,0,8.1,23.34,5.17,52.0,86.31666666666666,0.2698291666666667
9,8,2023,978,92,76.0,84.0,0.7,0,19,0.00,0.0,0,9.8,23.22,4.86,48.0,86.74583333333332,0.2664666666666667
9,9,2023,979,92,77.0,84.5,1.3,0,20,0.33,0.0,0,7.6,20.24,3.96,42.0,87.12083333333334,0.2666
9,10,2023,980,91,77.0,84.0,0.8,0,19,1.90,0.0,0,7.4,21.03,4.44,44.0,87.2625,0.2685583333333333
9,11,2023,981,93,79.0,86.0,2.9,0,21,0.00,0.0,0,7.2,21.5,4.54,54.0,87.72916666666667,0.2716874999999999
9,12,2023,982,94,80.0,87.0,3.9,0,22,0.00,0.0,0,8.7,20.34,4.53,36.0,88.09999999999998,0.2776125
9,13,2023,983,96,82.0,89.0,5.9,0,24,0.01,0.0,0,8.5,21.68,4.83,35.0,87.95833333333333,0.2879666666666666
9,14,2023,984,93,79.0,86.0,3.0,0,21,0.20,0.0,0,6.7,20.6,4.33,34.0,87.94583333333333,0.3019
9,15,2023,985,91,78.0,84.5,1.5,0,20,0.38,0.0,0,7.4,19.32,4.03,39.0,88.38333333333333,0.3167666666666667
9,16,2023,986,91,76.0,83.5,0.6,0,19,4.40,0.0,0,9.0,17.76,3.78,35.0,88.25833333333333,0.3306374999999999
9,17,2023,987,92,77.0,84.5,1.6,0,20,0.83,0.0,0,8.8,19.32,4.26,31.0,87.83750000000002,0.3437124999999999
