day,month,year,daily_high_temperature
7.0,4.0,2016.0,82.2
7.0,4.0,2017.0,79.0
7.0,4.0,2018.0,84.5
7.0,4.0,2019.0,82.2
7.0,4.0,2020.0,82.1
7.0,4.0,2021.0,78.0
7.0,4.0,2022.0,87.0
7.0,4.0,2023.0,82.6
7.0,5.0,2015.0,85.1
7.0,5.0,2016.0,79.0
7.0,5.0,2017.0,81.3
7.0,5.0,2018.0,85.5
7.0,5.0,2019.0,84.3
7.0,5.0,2020.0,86.2
7.0,5.0,2021.0,88.5
7.0,5.0,2022.0,89.5
7.0,5.0,2023.0,80.4
7.0,6.0,2015.0,83.9
7.0,6.0,2016.0,86.8
7.0,6.0,2017.0,82.5
7.0,6.0,2018.0,82.6
7.0,6.0,2019.0,88.3
7.0,6.0,2020.0,87.6
7.0,6.0,2021.0,85.6
7.0,6.0,2022.0,82.9
7.0,6.0,2023.0,85.0
7.0,7.0,2015.0,88.6
7.0,7.0,2016.0,89.2
7.0,7.0,2017.0,87.1
7.0,7.0,2018.0,86.7
7.0,7.0,2019.0,86.9
7.0,7.0,2020.0,88.1
7.0,7.0,2021.0,87.3
7.0,7.0,2022.0,86.4
7.0,7.0,2023.0,89.4
7.0,8.0,2015.0,93.9
7.0,8.0,2016.0,88.8
7.0,8.0,2017.0,88.1
7.0,8.0,2018.0,86.9
7.0,8.0,2019.0,86.7
7.0,8.0,2020.0,87.7
7.0,8.0,2021.0,86.6
7.0,8.0,2022.0,84.5
7.0,8.0,2023.0,90.7
7.0,9.0,2015.0,85.3
7.0,9.0,2016.0,83.3
7.0,9.0,2017.0,87.8
7.0,9.0,2018.0,82.5
7.0,9.0,2019.0,88.0
7.0,9.0,2020.0,82.5
7.0,9.0,2021.0,86.5
7.0,9.0,2022.0,88.6
7.0,9.0,2023.0,87.1
7.0,10.0,2015.0,83.4
7.0,10.0,2016.0,86.5
7.0,10.0,2017.0,85.8
7.0,10.0,2018.0,83.2
7.0,10.0,2019.0,82.7
7.0,10.0,2020.0,86.2
7.0,10.0,2021.0,85.9
7.0,10.0,2022.0,82.9
7.0,11.0,2015.0,84.6
7.0,11.0,2016.0,78.3
7.0,11.0,2017.0,80.6
7.0,11.0,2018.0,83.2
7.0,11.0,2019.0,84.2
7.0,11.0,2020.0,79.5
7.0,11.0,2021.0,73.7
7.0,11.0,2022.0,81.8
7.0,12.0,2015.0,75.1
7.0,12.0,2016.0,81.6
7.0,12.0,2017.0,80.6
7.0,12.0,2018.0,77.3
7.0,12.0,2019.0,77.9
7.0,12.0,2020.0,76.9
7.0,12.0,2021.0,80.8
7.0,12.0,2022.0,78.3
8.0,1.0,2015.0,70.2
8.0,1.0,2016.0,74.7
8.0,1.0,2017.0,66.6
8.0,1.0,2018.0,75.2
8.0,1.0,2019.0,79.3
8.0,1.0,2020.0,75.1
8.0,1.0,2021.0,74.4
8.0,1.0,2022.0,76.9
8.0,1.0,2023.0,76.8
8.0,2.0,2015.0,74.9
8.0,2.0,2016.0,65.5
8.0,2.0,2017.0,83.3
8.0,2.0,2018.0,79.1
8.0,2.0,2019.0,77.2
8.0,2.0,2020.0,74.4
8.0,2.0,2021.0,81.3
8.0,2.0,2022.0,77.1
8.0,2.0,2023.0,77.5
8.0,3.0,2015.0,75.6
8.0,3.0,2016.0,74.9
8.0,3.0,2017.0,78.2
8.0,3.0,2018.0,73.0
8.0,3.0,2019.0,76.5
8.0,3.0,2020.0,71.5
8.0,3.0,2021.0,70.3
8.0,3.0,2022.0,81.9
8.0,3.0,2023.0,84.4
8.0,4.0,2015.0,81.9
8.0,4.0,2016.0,81.6
8.0,4.0,2017.0,77.6
8.0,4.0,2018.0,84.6
8.0,4.0,2019.0,82.8
8.0,4.0,2020.0,87.5
8.0,4.0,2021.0,78.6
8.0,4.0,2022.0,81.8
8.0,4.0,2023.0,83.2
8.0,5.0,2015.0,85.4
8.0,5.0,2016.0,80.1
8.0,5.0,2017.0,84.2
8.0,5.0,2018.0,84.2
8.0,5.0,2019.0,82.3
8.0,5.0,2020.0,82.4
8.0,5.0,2021.0,81.1
8.0,5.0,2022.0,86.9
8.0,5.0,2023.0,82.6
8.0,6.0,2015.0,84.8
8.0,6.0,2016.0,82.8
8.0,6.0,2017.0,83.2
8.0,6.0,2018.0,84.4
8.0,6.0,2019.0,86.8
8.0,6.0,2020.0,86.1
8.0,6.0,2021.0,86.0
8.0,6.0,2022.0,85.5
8.0,6.0,2023.0,83.7
8.0,7.0,2015.0,87.9
8.0,7.0,2016.0,88.7
8.0,7.0,2017.0,86.9
8.0,7.0,2018.0,86.3
8.0,7.0,2019.0,84.3
8.0,7.0,2020.0,89.1
8.0,7.0,2021.0,86.1
8.0,7.0,2022.0,86.4
8.0,7.0,2023.0,90.0
8.0,8.0,2015.0,91.7
8.0,8.0,2016.0,84.6
8.0,8.0,2017.0,88.8
8.0,8.0,2018.0,87.3
8.0,8.0,2019.0,87.6
8.0,8.0,2020.0,88.2
8.0,8.0,2021.0,87.3
8.0,8.0,2022.0,86.7
8.0,8.0,2023.0,90.0
8.0,9.0,2015.0,88.1
8.0,9.0,2016.0,85.0
8.0,9.0,2017.0,88.2
8.0,9.0,2018.0,83.7
8.0,9.0,2019.0,87.4
8.0,9.0,2020.0,83.3
8.0,9.0,2021.0,86.6
8.0,9.0,2022.0,87.6
8.0,9.0,2023.0,87.1
8.0,10.0,2015.0,84.7
8.0,10.0,2016.0,88.0
8.0,10.0,2017.0,86.4
8.0,10.0,2018.0,83.8
8.0,10.0,2019.0,85.1
8.0,10.0,2020.0,86.0
8.0,10.0,2021.0,85.4
8.0,10.0,2022.0,81.8
8.0,11.0,2015.0,84.9
8.0,11.0,2016.0,78.1
8.0,11.0,2017.0,81.6
8.0,11.0,2018.0,83.5
8.0,11.0,2019.0,84.2
8.0,11.0,2020.0,77.3
8.0,11.0,2021.0,75.4
8.0,11.0,2022.0,81.7
8.0,12.0,2015.0,73.9
8.0,12.0,2016.0,81.7
8.0,12.0,2017.0,83.2
8.0,12.0,2018.0,79.2
8.0,12.0,2019.0,78.7
8.0,12.0,2020.0,62.4
8.0,12.0,2021.0,82.3
8.0,12.0,2022.0,78.8
9.0,1.0,2015.0,76.4
9.0,1.0,2016.0,80.3
9.0,1.0,2017.0,68.4
9.0,1.0,2018.0,75.0
9.0,1.0,2019.0,76.7
9.0,1.0,2020.0,75.8
9.0,1.0,2021.0,66.6
9.0,1.0,2022.0,76.5
9.0,1.0,2023.0,77.3
9.0,2.0,2015.0,75.3
9.0,2.0,2016.0,65.8
9.0,2.0,2017.0,83.2
9.0,2.0,2018.0,78.4
9.0,2.0,2019.0,76.3
9.0,2.0,2020.0,75.4
9.0,2.0,2021.0,81.2
9.0,2.0,2022.0,68.0
9.0,2.0,2023.0,78.8
9.0,3.0,2015.0,80.1
9.0,3.0,2016.0,76.4
9.0,3.0,2017.0,79.1
9.0,3.0,2018.0,69.9
9.0,3.0,2019.0,79.8
9.0,3.0,2020.0,74.7
9.0,3.0,2021.0,71.0
9.0,3.0,2022.0,82.5
9.0,3.0,2023.0,77.3
9.0,4.0,2015.0,82.9
9.0,4.0,2016.0,78.1
9.0,4.0,2017.0,78.4
9.0,4.0,2018.0,85.9
9.0,4.0,2019.0,83.7
9.0,4.0,2020.0,90.7
9.0,4.0,2021.0,79.6
9.0,4.0,2022.0,79.0
9.0,4.0,2023.0,84.7
9.0,5.0,2015.0,85.7
9.0,5.0,2016.0,81.2
9.0,5.0,2017.0,84.7
9.0,5.0,2018.0,82.9
9.0,5.0,2019.0,83.6
9.0,5.0,2020.0,86.4
9.0,5.0,2021.0,82.5
9.0,5.0,2022.0,83.1
9.0,5.0,2023.0,85.3
9.0,6.0,2015.0,84.8
9.0,6.0,2016.0,85.5
9.0,6.0,2017.0,85.5
9.0,6.0,2018.0,82.8
9.0,6.0,2019.0,84.3
9.0,6.0,2020.0,87.3
9.0,6.0,2021.0,85.6
9.0,6.0,2022.0,85.4
9.0,6.0,2023.0,86.2
9.0,7.0,2015.0,89.2
9.0,7.0,2016.0,87.9
9.0,7.0,2017.0,87.5
9.0,7.0,2018.0,88.1
9.0,7.0,2019.0,87.0
9.0,7.0,2020.0,90.6
9.0,7.0,2021.0,87.1
9.0,7.0,2022.0,86.9
9.0,7.0,2023.0,90.7
9.0,8.0,2015.0,91.5
9.0,8.0,2016.0,87.7
9.0,8.0,2017.0,88.1
9.0,8.0,2018.0,88.1
9.0,8.0,2019.0,89.6
9.0,8.0,2020.0,85.9
9.0,8.0,2021.0,87.3
9.0,8.0,2022.0,86.5
9.0,8.0,2023.0,90.7
9.0,9.0,2015.0,88.2
9.0,9.0,2016.0,85.5
9.0,9.0,2017.0,85.5
9.0,9.0,2018.0,85.5
9.0,9.0,2019.0,87.9
9.0,9.0,2020.0,84.6
9.0,9.0,2021.0,88.5
9.0,9.0,2022.0,86.7
9.0,9.0,2023.0,85.5
9.0,10.0,2015.0,84.6
9.0,10.0,2016.0,85.5
9.0,10.0,2017.0,85.0
9.0,10.0,2018.0,85.2
9.0,10.0,2019.0,86.0
9.0,10.0,2020.0,85.9
9.0,10.0,2021.0,82.3
9.0,10.0,2022.0,81.7
9.0,11.0,2015.0,85.5
9.0,11.0,2016.0,79.3
9.0,11.0,2017.0,82.3
9.0,11.0,2018.0,82.8
9.0,11.0,2019.0,78.3
9.0,11.0,2020.0,81.5
9.0,11.0,2021.0,77.2
9.0,11.0,2022.0,74.6
9.0,12.0,2015.0,79.1
9.0,12.0,2016.0,75.8
9.0,12.0,2017.0,76.6
9.0,12.0,2018.0,82.9
9.0,12.0,2019.0,79.5
9.0,12.0,2020.0,63.7
9.0,12.0,2021.0,81.1
9.0,12.0,2022.0,78.4
10.0,1.0,2015.0,75.2
10.0,1.0,2016.0,76.6
10.0,1.0,2017.0,71.1
10.0,1.0,2018.0,74.2
10.0,1.0,2019.0,67.8
10.0,1.0,2020.0,77.7
10.0,1.0,2021.0,68.0
10.0,1.0,2022.0,78.5
10.0,1.0,2023.0,77.3
10.0,2.0,2015.0,73.4
10.0,2.0,2016.0,63.8
10.0,2.0,2017.0,75.5
10.0,2.0,2018.0,79.3
10.0,2.0,2019.0,76.4
10.0,2.0,2020.0,78.1
10.0,2.0,2021.0,79.8
10.0,2.0,2022.0,75.1
10.0,2.0,2023.0,80.4
10.0,3.0,2015.0,80.8
10.0,3.0,2016.0,78.0
10.0,3.0,2017.0,81.9
10.0,3.0,2018.0,75.1
10.0,3.0,2019.0,81.0
10.0,3.0,2020.0,76.7
10.0,3.0,2021.0,74.0
10.0,3.0,2022.0,83.2
10.0,3.0,2023.0,80.6
10.0,4.0,2015.0,84.0
10.0,4.0,2016.0,76.1
10.0,4.0,2017.0,78.0
10.0,4.0,2018.0,86.4
10.0,4.0,2019.0,83.9
10.0,4.0,2020.0,91.8
10.0,4.0,2021.0,83.0
10.0,4.0,2022.0,75.8
10.0,4.0,2023.0,76.5
10.0,5.0,2015.0,85.1
10.0,5.0,2016.0,83.8
10.0,5.0,2017.0,85.9
10.0,5.0,2018.0,82.6
10.0,5.0,2019.0,83.5
10.0,5.0,2020.0,77.1
10.0,5.0,2021.0,86.1
10.0,5.0,2022.0,82.6
10.0,5.0,2023.0,85.4
10.0,6.0,2015.0,85.8
10.0,6.0,2016.0,84.9
10.0,6.0,2017.0,82.5
10.0,6.0,2018.0,84.0
10.0,6.0,2019.0,84.9
10.0,6.0,2020.0,86.4
10.0,6.0,2021.0,86.6
10.0,6.0,2022.0,84.1
10.0,6.0,2023.0,86.5
10.0,7.0,2015.0,89.5
10.0,7.0,2016.0,88.9
10.0,7.0,2017.0,85.2
10.0,7.0,2018.0,85.0
10.0,7.0,2019.0,88.1
10.0,7.0,2020.0,89.4
10.0,7.0,2021.0,86.0
10.0,7.0,2022.0,87.6
10.0,7.0,2023.0,90.9
10.0,8.0,2015.0,90.9
10.0,8.0,2016.0,89.0
10.0,8.0,2017.0,87.6
10.0,8.0,2018.0,88.6
10.0,8.0,2019.0,88.7
10.0,8.0,2020.0,86.8
10.0,8.0,2021.0,85.8
10.0,8.0,2022.0,87.9
10.0,8.0,2023.0,89.3
10.0,9.0,2015.0,87.6
10.0,9.0,2016.0,84.9
10.0,9.0,2017.0,80.6
10.0,9.0,2018.0,86.0
10.0,9.0,2019.0,86.2
10.0,9.0,2020.0,85.8
10.0,9.0,2021.0,87.6
10.0,9.0,2022.0,88.3
10.0,9.0,2023.0,87.8
10.0,10.0,2015.0,86.7
10.0,10.0,2016.0,81.4
10.0,10.0,2017.0,84.4
10.0,10.0,2018.0,86.3
10.0,10.0,2019.0,83.7
10.0,10.0,2020.0,86.7
10.0,10.0,2021.0,82.6
10.0,10.0,2022.0,85.3
10.0,11.0,2015.0,86.5
10.0,11.0,2016.0,79.7
10.0,11.0,2017.0,82.0
10.0,11.0,2018.0,83.8
10.0,11.0,2019.0,79.7
10.0,11.0,2020.0,82.3
10.0,11.0,2021.0,79.2
10.0,11.0,2022.0,80.8
10.0,12.0,2015.0,78.5
10.0,12.0,2016.0,73.6
10.0,12.0,2017.0,61.2
10.0,12.0,2018.0,74.3
10.0,12.0,2019.0,81.9
10.0,12.0,2020.0,68.4
10.0,12.0,2021.0,80.0
10.0,12.0,2022.0,79.8
11.0,1.0,2015.0,77.4
11.0,1.0,2016.0,70.5
11.0,1.0,2017.0,74.6
11.0,1.0,2018.0,77.6
11.0,1.0,2019.0,73.8
11.0,1.0,2020.0,80.1
11.0,1.0,2021.0,76.4
11.0,1.0,2022.0,72.3
11.0,1.0,2023.0,74.6
11.0,2.0,2015.0,70.1
11.0,2.0,2016.0,65.7
11.0,2.0,2017.0,76.5
11.0,2.0,2018.0,80.3
11.0,2.0,2019.0,77.0
11.0,2.0,2020.0,80.7
11.0,2.0,2021.0,79.3
11.0,2.0,2022.0,77.1
11.0,2.0,2023.0,81.8
11.0,3.0,2015.0,82.1
11.0,3.0,2016.0,77.8
11.0,3.0,2017.0,80.3
11.0,3.0,2018.0,82.7
11.0,3.0,2019.0,82.3
11.0,3.0,2020.0,76.5
11.0,3.0,2021.0,75.6
11.0,3.0,2022.0,84.1
11.0,3.0,2023.0,83.9
11.0,4.0,2015.0,84.5
11.0,4.0,2016.0,76.8
11.0,4.0,2017.0,77.4
11.0,4.0,2018.0,82.1
11.0,4.0,2019.0,82.6
11.0,4.0,2020.0,81.7
11.0,4.0,2021.0,84.8
11.0,4.0,2022.0,77.5
11.0,4.0,2023.0,72.8
11.0,5.0,2015.0,84.1
11.0,5.0,2016.0,83.6
11.0,5.0,2017.0,87.6
11.0,5.0,2018.0,83.3
11.0,5.0,2019.0,84.6
11.0,5.0,2020.0,81.0
11.0,5.0,2021.0,86.4
11.0,5.0,2022.0,81.6
11.0,5.0,2023.0,84.8
11.0,6.0,2015.0,85.7
11.0,6.0,2016.0,86.1
11.0,6.0,2017.0,86.4
11.0,6.0,2018.0,82.0
11.0,6.0,2019.0,88.3
11.0,6.0,2020.0,83.8
11.0,6.0,2021.0,86.8
11.0,6.0,2022.0,84.7
11.0,6.0,2023.0,86.0
11.0,7.0,2015.0,89.1
11.0,7.0,2016.0,86.7
11.0,7.0,2017.0,86.1
11.0,7.0,2018.0,84.7
11.0,7.0,2019.0,85.9
11.0,7.0,2020.0,86.4
11.0,7.0,2021.0,86.4
11.0,7.0,2022.0,89.1
11.0,7.0,2023.0,90.7
11.0,8.0,2015.0,92.0
11.0,8.0,2016.0,86.9
11.0,8.0,2017.0,87.4
11.0,8.0,2018.0,86.2
11.0,8.0,2019.0,88.2
11.0,8.0,2020.0,88.0
11.0,8.0,2021.0,86.5
11.0,8.0,2022.0,87.4
11.0,8.0,2023.0,89.6
11.0,9.0,2015.0,88.2
11.0,9.0,2016.0,84.6
11.0,9.0,2017.0,87.3
11.0,9.0,2018.0,86.1
11.0,9.0,2019.0,86.0
11.0,9.0,2020.0,84.3
11.0,9.0,2021.0,87.0
11.0,9.0,2022.0,88.2
11.0,9.0,2023.0,87.6
11.0,10.0,2015.0,84.3
11.0,10.0,2016.0,81.8
11.0,10.0,2017.0,82.9
11.0,10.0,2018.0,85.1
11.0,10.0,2019.0,82.8
11.0,10.0,2020.0,86.8
11.0,10.0,2021.0,83.1
11.0,10.0,2022.0,85.4
11.0,11.0,2015.0,85.5
11.0,11.0,2016.0,80.4
11.0,11.0,2017.0,80.4
11.0,11.0,2018.0,82.5
11.0,11.0,2019.0,81.7
11.0,11.0,2020.0,81.3
11.0,11.0,2021.0,79.3
11.0,11.0,2022.0,82.8
11.0,12.0,2015.0,79.3
11.0,12.0,2016.0,76.1
11.0,12.0,2017.0,65.3
11.0,12.0,2018.0,65.6
11.0,12.0,2019.0,80.5
11.0,12.0,2020.0,73.6
11.0,12.0,2021.0,80.4
11.0,12.0,2022.0,79.2
12.0,1.0,2015.0,76.9
12.0,1.0,2016.0,67.8
12.0,1.0,2017.0,76.3
12.0,1.0,2018.0,79.4
12.0,1.0,2019.0,76.6
12.0,1.0,2020.0,79.6
12.0,1.0,2021.0,75.5
12.0,1.0,2022.0,72.6
12.0,1.0,2023.0,77.1
12.0,2.0,2015.0,73.2
12.0,2.0,2016.0,72.1
12.0,2.0,2017.0,78.5
12.0,2.0,2018.0,80.4
12.0,2.0,2019.0,80.6
12.0,2.0,2020.0,81.0
12.0,2.0,2021.0,80.7
12.0,2.0,2022.0,78.5
12.0,2.0,2023.0,75.6
12.0,3.0,2015.0,81.2
12.0,3.0,2016.0,79.2
12.0,3.0,2017.0,81.1
12.0,3.0,2018.0,75.9
12.0,3.0,2019.0,82.6
12.0,3.0,2020.0,79.3
12.0,3.0,2021.0,76.2
12.0,3.0,2022.0,86.5
12.0,3.0,2023.0,84.9
12.0,4.0,2015.0,83.9
12.0,4.0,2016.0,80.8
12.0,4.0,2017.0,77.6
12.0,4.0,2018.0,78.9
12.0,4.0,2019.0,84.3
12.0,4.0,2020.0,85.5
12.0,4.0,2021.0,80.8
12.0,4.0,2022.0,80.0
12.0,4.0,2023.0,77.0
12.0,5.0,2015.0,84.2
12.0,5.0,2016.0,83.4
12.0,5.0,2017.0,87.6
12.0,5.0,2018.0,81.0
12.0,5.0,2019.0,86.5
12.0,5.0,2020.0,81.6
12.0,5.0,2021.0,87.8
12.0,5.0,2022.0,81.6
12.0,5.0,2023.0,83.7
12.0,6.0,2015.0,86.5
12.0,6.0,2016.0,87.3
12.0,6.0,2017.0,84.7
12.0,6.0,2018.0,83.6
12.0,6.0,2019.0,87.5
12.0,6.0,2020.0,83.5
12.0,6.0,2021.0,87.5
12.0,6.0,2022.0,88.0
12.0,6.0,2023.0,83.7
12.0,7.0,2015.0,90.5
12.0,7.0,2016.0,87.9
12.0,7.0,2017.0,83.7
12.0,7.0,2018.0,86.8
12.0,7.0,2019.0,86.4
12.0,7.0,2020.0,87.1
12.0,7.0,2021.0,85.0
12.0,7.0,2022.0,88.6
12.0,7.0,2023.0,90.9
12.0,8.0,2015.0,91.6
12.0,8.0,2016.0,84.7
12.0,8.0,2017.0,87.1
12.0,8.0,2018.0,84.8
12.0,8.0,2019.0,87.0
12.0,8.0,2020.0,87.8
12.0,8.0,2021.0,87.2
12.0,8.0,2022.0,86.9
12.0,8.0,2023.0,87.8
12.0,9.0,2015.0,88.3
12.0,9.0,2016.0,85.2
12.0,9.0,2017.0,87.3
12.0,9.0,2018.0,87.3
12.0,9.0,2019.0,85.0
12.0,9.0,2020.0,79.1
12.0,9.0,2021.0,86.0
12.0,9.0,2022.0,86.4
12.0,9.0,2023.0,87.3
12.0,10.0,2015.0,84.9
12.0,10.0,2016.0,82.8
12.0,10.0,2017.0,81.4
12.0,10.0,2018.0,85.5
12.0,10.0,2019.0,82.0
12.0,10.0,2020.0,86.4
12.0,10.0,2021.0,81.8
12.0,10.0,2022.0,84.7
12.0,11.0,2015.0,85.0
12.0,11.0,2016.0,79.8
12.0,11.0,2017.0,80.1
12.0,11.0,2018.0,83.5
12.0,11.0,2019.0,83.4
12.0,11.0,2020.0,81.3
12.0,11.0,2021.0,78.2
12.0,11.0,2022.0,82.8
12.0,12.0,2015.0,79.6
12.0,12.0,2016.0,80.9
12.0,12.0,2017.0,71.1
12.0,12.0,2018.0,72.0
12.0,12.0,2019.0,77.9
12.0,12.0,2020.0,76.9
12.0,12.0,2021.0,81.0
12.0,12.0,2022.0,77.2
13.0,1.0,2015.0,77.6
13.0,1.0,2016.0,71.7
13.0,1.0,2017.0,77.1
13.0,1.0,2018.0,73.9
13.0,1.0,2019.0,79.6
13.0,1.0,2020.0,79.3
13.0,1.0,2021.0,75.2
13.0,1.0,2022.0,74.8
13.0,1.0,2023.0,77.4
13.0,2.0,2015.0,72.7
13.0,2.0,2016.0,73.5
13.0,2.0,2017.0,78.9
13.0,2.0,2018.0,79.5
13.0,2.0,2019.0,73.2
13.0,2.0,2020.0,81.9
13.0,2.0,2021.0,82.1
13.0,2.0,2022.0,73.5
13.0,2.0,2023.0,73.9
13.0,3.0,2015.0,79.2
13.0,3.0,2016.0,80.8
13.0,3.0,2017.0,82.0
13.0,3.0,2018.0,70.7
13.0,3.0,2019.0,78.3
13.0,3.0,2020.0,80.1
13.0,3.0,2021.0,77.7
13.0,3.0,2022.0,71.9
13.0,3.0,2023.0,85.7
13.0,4.0,2015.0,83.6
13.0,4.0,2016.0,81.6
13.0,4.0,2017.0,79.5
13.0,4.0,2018.0,80.1
13.0,4.0,2019.0,83.9
13.0,4.0,2020.0,88.6
13.0,4.0,2021.0,82.8
13.0,4.0,2022.0,80.6
13.0,4.0,2023.0,83.1
13.0,5.0,2015.0,85.1
13.0,5.0,2016.0,85.7
13.0,5.0,2017.0,88.7
13.0,5.0,2018.0,77.7
