day,month,year,daily_high_temperature
13.0,5.0,2019.0,87.7
13.0,5.0,2020.0,81.0
13.0,5.0,2021.0,87.9
13.0,5.0,2022.0,83.8
13.0,5.0,2023.0,83.3
13.0,6.0,2015.0,85.6
13.0,6.0,2016.0,86.4
13.0,6.0,2017.0,85.1
13.0,6.0,2018.0,82.3
13.0,6.0,2019.0,88.4
13.0,6.0,2020.0,83.6
13.0,6.0,2021.0,87.0
13.0,6.0,2022.0,87.6
13.0,6.0,2023.0,87.2
13.0,7.0,2015.0,90.0
13.0,7.0,2016.0,87.7
13.0,7.0,2017.0,84.0
13.0,7.0,2018.0,89.3
13.0,7.0,2019.0,87.0
13.0,7.0,2020.0,88.7
13.0,7.0,2021.0,83.5
13.0,7.0,2022.0,87.8
13.0,7.0,2023.0,90.0
13.0,8.0,2015.0,90.6
13.0,8.0,2016.0,87.7
13.0,8.0,2017.0,88.2
13.0,8.0,2018.0,86.8
13.0,8.0,2019.0,88.1
13.0,8.0,2020.0,87.3
13.0,8.0,2021.0,86.1
13.0,8.0,2022.0,87.0
13.0,8.0,2023.0,89.2
13.0,9.0,2015.0,90.0
13.0,9.0,2016.0,83.9
13.0,9.0,2017.0,86.8
13.0,9.0,2018.0,87.1
13.0,9.0,2019.0,84.2
13.0,9.0,2020.0,82.2
13.0,9.0,2021.0,85.1
13.0,9.0,2022.0,87.7
13.0,9.0,2023.0,89.9
13.0,10.0,2015.0,85.4
13.0,10.0,2016.0,83.3
13.0,10.0,2017.0,83.3
13.0,10.0,2018.0,85.3
13.0,10.0,2019.0,83.1
13.0,10.0,2020.0,85.5
13.0,10.0,2021.0,84.6
13.0,10.0,2022.0,82.0
13.0,11.0,2015.0,84.9
13.0,11.0,2016.0,78.8
13.0,11.0,2017.0,79.5
13.0,11.0,2018.0,82.3
13.0,11.0,2019.0,80.1
13.0,11.0,2020.0,82.8
13.0,11.0,2021.0,82.6
13.0,11.0,2022.0,82.3
13.0,12.0,2015.0,78.8
13.0,12.0,2016.0,80.9
13.0,12.0,2017.0,66.0
13.0,12.0,2018.0,77.4
13.0,12.0,2019.0,79.8
13.0,12.0,2020.0,80.2
13.0,12.0,2021.0,80.3
13.0,12.0,2022.0,78.4
14.0,1.0,2015.0,77.1
14.0,1.0,2016.0,72.1
14.0,1.0,2017.0,75.4
14.0,1.0,2018.0,69.9
14.0,1.0,2019.0,78.4
14.0,1.0,2020.0,79.7
14.0,1.0,2021.0,68.1
14.0,1.0,2022.0,70.4
14.0,1.0,2023.0,61.0
14.0,2.0,2015.0,66.9
14.0,2.0,2016.0,70.3
14.0,2.0,2017.0,81.4
14.0,2.0,2018.0,79.6
14.0,2.0,2019.0,75.4
14.0,2.0,2020.0,82.0
14.0,2.0,2021.0,83.7
14.0,2.0,2022.0,67.1
14.0,2.0,2023.0,74.7
14.0,3.0,2015.0,81.4
14.0,3.0,2016.0,83.0
14.0,3.0,2017.0,79.7
14.0,3.0,2018.0,72.2
14.0,3.0,2019.0,78.6
14.0,3.0,2020.0,80.6
14.0,3.0,2021.0,78.5
14.0,3.0,2022.0,74.7
14.0,3.0,2023.0,80.5
14.0,4.0,2015.0,85.2
14.0,4.0,2016.0,83.3
14.0,4.0,2017.0,79.2
14.0,4.0,2018.0,83.1
14.0,4.0,2019.0,84.6
14.0,4.0,2020.0,87.5
14.0,4.0,2021.0,79.1
14.0,4.0,2022.0,82.8
14.0,4.0,2023.0,84.8
14.0,5.0,2015.0,85.6
14.0,5.0,2016.0,87.2
14.0,5.0,2017.0,84.7
14.0,5.0,2018.0,81.1
14.0,5.0,2019.0,86.4
14.0,5.0,2020.0,77.1
14.0,5.0,2021.0,80.5
14.0,5.0,2022.0,85.1
14.0,5.0,2023.0,82.8
14.0,6.0,2015.0,85.4
14.0,6.0,2016.0,88.4
14.0,6.0,2017.0,82.8
14.0,6.0,2018.0,85.1
14.0,6.0,2019.0,86.6
14.0,6.0,2020.0,82.8
14.0,6.0,2021.0,84.9
14.0,6.0,2022.0,85.7
14.0,6.0,2023.0,88.4
14.0,7.0,2015.0,91.1
14.0,7.0,2016.0,87.8
14.0,7.0,2017.0,85.0
14.0,7.0,2018.0,87.4
14.0,7.0,2019.0,88.6
14.0,7.0,2020.0,89.2
14.0,7.0,2021.0,84.7
14.0,7.0,2022.0,87.2
14.0,7.0,2023.0,88.2
14.0,8.0,2015.0,88.3
14.0,8.0,2016.0,85.8
14.0,8.0,2017.0,89.2
14.0,8.0,2018.0,87.3
14.0,8.0,2019.0,87.9
14.0,8.0,2020.0,88.5
14.0,8.0,2021.0,82.4
14.0,8.0,2022.0,86.1
14.0,8.0,2023.0,90.3
14.0,9.0,2015.0,88.2
14.0,9.0,2016.0,87.2
14.0,9.0,2017.0,86.1
14.0,9.0,2018.0,86.2
14.0,9.0,2019.0,85.2
14.0,9.0,2020.0,86.4
14.0,9.0,2021.0,84.4
14.0,9.0,2022.0,82.2
14.0,9.0,2023.0,89.1
14.0,10.0,2015.0,85.0
14.0,10.0,2016.0,83.5
14.0,10.0,2017.0,81.3
14.0,10.0,2018.0,85.5
14.0,10.0,2019.0,83.4
14.0,10.0,2020.0,83.7
14.0,10.0,2021.0,83.9
14.0,10.0,2022.0,83.9
14.0,11.0,2015.0,80.0
14.0,11.0,2016.0,79.9
14.0,11.0,2017.0,80.4
14.0,11.0,2018.0,82.9
14.0,11.0,2019.0,79.1
14.0,11.0,2020.0,82.3
14.0,11.0,2021.0,76.1
14.0,11.0,2022.0,81.7
14.0,12.0,2015.0,80.5
14.0,12.0,2016.0,82.5
14.0,12.0,2017.0,68.3
14.0,12.0,2018.0,81.3
14.0,12.0,2019.0,80.8
14.0,12.0,2020.0,81.2
14.0,12.0,2021.0,79.2
14.0,12.0,2022.0,79.4
15.0,1.0,2015.0,76.0
15.0,1.0,2016.0,76.8
15.0,1.0,2017.0,76.1
15.0,1.0,2018.0,71.7
15.0,1.0,2019.0,70.4
15.0,1.0,2020.0,78.8
15.0,1.0,2021.0,75.9
15.0,1.0,2022.0,72.9
15.0,1.0,2023.0,62.5
15.0,2.0,2015.0,71.8
15.0,2.0,2016.0,73.4
15.0,2.0,2017.0,82.6
15.0,2.0,2018.0,79.1
15.0,2.0,2019.0,77.6
15.0,2.0,2020.0,77.0
15.0,2.0,2021.0,83.6
15.0,2.0,2022.0,72.4
15.0,2.0,2023.0,77.7
15.0,3.0,2015.0,82.6
15.0,3.0,2016.0,84.1
15.0,3.0,2017.0,71.5
15.0,3.0,2018.0,71.9
15.0,3.0,2019.0,79.5
15.0,3.0,2020.0,81.0
15.0,3.0,2021.0,80.1
15.0,3.0,2022.0,78.5
15.0,3.0,2023.0,71.9
15.0,4.0,2015.0,84.9
15.0,4.0,2016.0,84.9
15.0,4.0,2017.0,79.5
15.0,4.0,2018.0,84.5
15.0,4.0,2019.0,86.4
15.0,4.0,2020.0,88.7
15.0,4.0,2021.0,82.0
15.0,4.0,2022.0,80.3
15.0,4.0,2023.0,84.6
15.0,5.0,2015.0,85.1
15.0,5.0,2016.0,86.9
15.0,5.0,2017.0,88.8
15.0,5.0,2018.0,81.9
15.0,5.0,2019.0,82.5
15.0,5.0,2020.0,76.0
15.0,5.0,2021.0,81.9
15.0,5.0,2022.0,86.3
15.0,5.0,2023.0,82.2
15.0,6.0,2015.0,86.4
15.0,6.0,2016.0,86.2
15.0,6.0,2017.0,84.7
15.0,6.0,2018.0,86.4
15.0,6.0,2019.0,82.1
15.0,6.0,2020.0,84.1
15.0,6.0,2021.0,84.4
15.0,6.0,2022.0,86.5
15.0,6.0,2023.0,88.2
15.0,7.0,2015.0,91.0
15.0,7.0,2016.0,87.5
15.0,7.0,2017.0,85.9
15.0,7.0,2018.0,87.5
15.0,7.0,2019.0,86.3
15.0,7.0,2020.0,88.6
15.0,7.0,2021.0,85.1
15.0,7.0,2022.0,81.2
15.0,7.0,2023.0,87.7
15.0,8.0,2015.0,87.3
15.0,8.0,2016.0,87.0
15.0,8.0,2017.0,89.4
15.0,8.0,2018.0,87.1
15.0,8.0,2019.0,86.4
15.0,8.0,2020.0,87.3
15.0,8.0,2021.0,84.1
15.0,8.0,2022.0,87.0
15.0,8.0,2023.0,86.1
15.0,9.0,2015.0,86.4
15.0,9.0,2016.0,87.8
15.0,9.0,2017.0,87.1
15.0,9.0,2018.0,88.1
15.0,9.0,2019.0,88.4
15.0,9.0,2020.0,86.8
15.0,9.0,2021.0,85.0
15.0,9.0,2022.0,86.5
15.0,9.0,2023.0,87.3
15.0,10.0,2015.0,83.7
15.0,10.0,2016.0,81.9
15.0,10.0,2017.0,85.5
15.0,10.0,2018.0,85.4
15.0,10.0,2019.0,83.8
15.0,10.0,2020.0,83.0
15.0,10.0,2021.0,83.4
15.0,10.0,2022.0,82.1
15.0,11.0,2015.0,78.5
15.0,11.0,2016.0,76.5
15.0,11.0,2017.0,78.9
15.0,11.0,2018.0,82.2
15.0,11.0,2019.0,81.4
15.0,11.0,2020.0,82.9
15.0,11.0,2021.0,75.3
15.0,11.0,2022.0,82.7
15.0,12.0,2015.0,81.9
15.0,12.0,2016.0,78.9
15.0,12.0,2017.0,76.2
15.0,12.0,2018.0,79.2
15.0,12.0,2019.0,78.9
15.0,12.0,2020.0,79.8
15.0,12.0,2021.0,78.2
15.0,12.0,2022.0,82.6
16.0,1.0,2015.0,69.5
16.0,1.0,2016.0,75.0
16.0,1.0,2017.0,76.6
16.0,1.0,2018.0,73.3
16.0,1.0,2019.0,72.0
16.0,1.0,2020.0,79.3
16.0,1.0,2021.0,72.1
16.0,1.0,2022.0,74.0
16.0,1.0,2023.0,69.8
16.0,2.0,2015.0,72.7
16.0,2.0,2016.0,78.3
16.0,2.0,2017.0,77.8
16.0,2.0,2018.0,81.2
16.0,2.0,2019.0,79.1
16.0,2.0,2020.0,78.4
16.0,2.0,2021.0,79.2
16.0,2.0,2022.0,75.2
16.0,2.0,2023.0,80.4
16.0,3.0,2015.0,81.2
16.0,3.0,2016.0,83.0
16.0,3.0,2017.0,71.2
16.0,3.0,2018.0,75.8
16.0,3.0,2019.0,80.1
16.0,3.0,2020.0,81.0
16.0,3.0,2021.0,79.5
16.0,3.0,2022.0,82.2
16.0,3.0,2023.0,72.9
16.0,4.0,2015.0,86.1
16.0,4.0,2016.0,80.0
16.0,4.0,2017.0,77.4
16.0,4.0,2018.0,80.6
16.0,4.0,2019.0,81.7
16.0,4.0,2020.0,88.2
16.0,4.0,2021.0,85.4
16.0,4.0,2022.0,81.4
16.0,4.0,2023.0,84.6
16.0,5.0,2015.0,85.4
16.0,5.0,2016.0,85.7
16.0,5.0,2017.0,84.3
16.0,5.0,2018.0,81.3
16.0,5.0,2019.0,80.3
16.0,5.0,2020.0,84.7
16.0,5.0,2021.0,80.7
16.0,5.0,2022.0,83.7
16.0,5.0,2023.0,85.5
16.0,6.0,2015.0,87.5
16.0,6.0,2016.0,87.3
16.0,6.0,2017.0,83.6
16.0,6.0,2018.0,86.6
16.0,6.0,2019.0,81.6
16.0,6.0,2020.0,85.2
16.0,6.0,2021.0,85.7
16.0,6.0,2022.0,85.7
16.0,6.0,2023.0,90.0
16.0,7.0,2015.0,87.9
16.0,7.0,2016.0,86.9
16.0,7.0,2017.0,84.7
16.0,7.0,2018.0,87.2
16.0,7.0,2019.0,88.1
16.0,7.0,2020.0,85.2
16.0,7.0,2021.0,84.5
16.0,7.0,2022.0,82.0
16.0,7.0,2023.0,90.1
16.0,8.0,2015.0,89.8
16.0,8.0,2016.0,85.2
16.0,8.0,2017.0,88.6
16.0,8.0,2018.0,87.3
16.0,8.0,2019.0,88.3
16.0,8.0,2020.0,88.3
16.0,8.0,2021.0,88.4
16.0,8.0,2022.0,88.9
16.0,8.0,2023.0,88.0
16.0,9.0,2015.0,83.8
16.0,9.0,2016.0,88.2
16.0,9.0,2017.0,87.6
16.0,9.0,2018.0,87.7
16.0,9.0,2019.0,88.6
16.0,9.0,2020.0,87.0
16.0,9.0,2021.0,84.2
16.0,9.0,2022.0,82.1
16.0,9.0,2023.0,87.5
16.0,10.0,2015.0,81.6
16.0,10.0,2016.0,80.0
16.0,10.0,2017.0,84.3
16.0,10.0,2018.0,84.9
16.0,10.0,2019.0,85.9
16.0,10.0,2020.0,83.0
16.0,10.0,2021.0,84.8
16.0,10.0,2022.0,83.1
16.0,11.0,2015.0,79.7
16.0,11.0,2016.0,77.1
16.0,11.0,2017.0,77.4
16.0,11.0,2018.0,75.4
16.0,11.0,2019.0,74.6
16.0,11.0,2020.0,82.5
16.0,11.0,2021.0,77.4
16.0,11.0,2022.0,83.1
16.0,12.0,2015.0,81.0
16.0,12.0,2016.0,77.1
16.0,12.0,2017.0,76.8
16.0,12.0,2018.0,77.0
16.0,12.0,2019.0,80.7
16.0,12.0,2020.0,80.4
16.0,12.0,2021.0,79.3
16.0,12.0,2022.0,76.7
17.0,1.0,2015.0,74.2
17.0,1.0,2016.0,76.9
17.0,1.0,2017.0,78.0
17.0,1.0,2018.0,73.6
17.0,1.0,2019.0,74.7
17.0,1.0,2020.0,77.1
17.0,1.0,2021.0,68.7
17.0,1.0,2022.0,71.3
17.0,1.0,2023.0,73.4
17.0,2.0,2015.0,81.0
17.0,2.0,2016.0,74.4
17.0,2.0,2017.0,76.6
17.0,2.0,2018.0,80.7
17.0,2.0,2019.0,81.1
17.0,2.0,2020.0,80.3
17.0,2.0,2021.0,82.1
17.0,2.0,2022.0,78.3
17.0,2.0,2023.0,79.5
17.0,3.0,2015.0,85.5
17.0,3.0,2016.0,82.9
17.0,3.0,2017.0,72.5
17.0,3.0,2018.0,79.0
17.0,3.0,2019.0,81.7
17.0,3.0,2020.0,80.8
17.0,3.0,2021.0,81.4
17.0,3.0,2022.0,81.6
17.0,3.0,2023.0,77.1
17.0,4.0,2015.0,86.7
17.0,4.0,2016.0,76.3
17.0,4.0,2017.0,77.9
17.0,4.0,2018.0,78.0
17.0,4.0,2019.0,80.5
17.0,4.0,2020.0,85.3
17.0,4.0,2021.0,86.4
17.0,4.0,2022.0,81.9
17.0,4.0,2023.0,82.8
17.0,5.0,2015.0,83.9
17.0,5.0,2016.0,82.7
17.0,5.0,2017.0,83.7
17.0,5.0,2018.0,79.9
17.0,5.0,2019.0,81.2
17.0,5.0,2020.0,86.2
17.0,5.0,2021.0,80.8
17.0,5.0,2022.0,85.5
17.0,5.0,2023.0,86.4
17.0,6.0,2015.0,87.6
17.0,6.0,2016.0,85.2
17.0,6.0,2017.0,84.1
17.0,6.0,2018.0,85.1
17.0,6.0,2019.0,81.1
17.0,6.0,2020.0,84.3
17.0,6.0,2021.0,83.8
17.0,6.0,2022.0,85.7
17.0,6.0,2023.0,89.2
17.0,7.0,2015.0,88.9
17.0,7.0,2016.0,87.4
17.0,7.0,2017.0,86.4
17.0,7.0,2018.0,87.8
17.0,7.0,2019.0,88.2
17.0,7.0,2020.0,85.3
17.0,7.0,2021.0,84.4
17.0,7.0,2022.0,86.1
17.0,7.0,2023.0,88.1
17.0,8.0,2015.0,89.7
17.0,8.0,2016.0,84.6
17.0,8.0,2017.0,88.8
17.0,8.0,2018.0,86.3
17.0,8.0,2019.0,88.0
17.0,8.0,2020.0,89.1
17.0,8.0,2021.0,86.6
17.0,8.0,2022.0,88.4
17.0,8.0,2023.0,87.7
17.0,9.0,2015.0,82.7
17.0,9.0,2016.0,88.1
17.0,9.0,2017.0,88.5
17.0,9.0,2018.0,86.5
17.0,9.0,2019.0,89.1
17.0,9.0,2020.0,87.1
17.0,9.0,2021.0,86.4
17.0,9.0,2022.0,83.4
17.0,9.0,2023.0,87.9
17.0,10.0,2015.0,81.5
17.0,10.0,2016.0,83.2
17.0,10.0,2017.0,83.0
17.0,10.0,2018.0,85.3
17.0,10.0,2019.0,86.2
17.0,10.0,2020.0,83.2
17.0,10.0,2021.0,84.6
17.0,10.0,2022.0,83.7
17.0,11.0,2015.0,81.0
17.0,11.0,2016.0,77.5
17.0,11.0,2017.0,77.6
17.0,11.0,2018.0,76.7
17.0,11.0,2019.0,70.4
17.0,11.0,2020.0,79.4
17.0,11.0,2021.0,79.5
17.0,11.0,2022.0,77.6
17.0,12.0,2015.0,81.3
17.0,12.0,2016.0,80.1
17.0,12.0,2017.0,78.5
17.0,12.0,2018.0,71.0
17.0,12.0,2019.0,82.3
17.0,12.0,2020.0,80.5
17.0,12.0,2021.0,79.7
17.0,12.0,2022.0,76.5
18.0,1.0,2015.0,76.4
18.0,1.0,2016.0,65.3
18.0,1.0,2017.0,79.9
18.0,1.0,2018.0,60.9
18.0,1.0,2019.0,76.7
18.0,1.0,2020.0,75.5
18.0,1.0,2021.0,70.5
18.0,1.0,2022.0,65.8
18.0,1.0,2023.0,77.2
18.0,2.0,2015.0,70.7
18.0,2.0,2016.0,74.9
18.0,2.0,2017.0,80.1
18.0,2.0,2018.0,79.3
18.0,2.0,2019.0,82.1
18.0,2.0,2020.0,80.3
18.0,2.0,2021.0,81.8
18.0,2.0,2022.0,81.5
18.0,2.0,2023.0,78.5
18.0,3.0,2015.0,83.7
18.0,3.0,2016.0,85.1
18.0,3.0,2017.0,75.8
18.0,3.0,2018.0,82.8
18.0,3.0,2019.0,79.2
18.0,3.0,2020.0,80.0
18.0,3.0,2021.0,83.6
18.0,3.0,2022.0,82.5
18.0,3.0,2023.0,83.1
18.0,4.0,2015.0,87.8
18.0,4.0,2016.0,77.4
18.0,4.0,2017.0,79.8
18.0,4.0,2018.0,80.9
18.0,4.0,2019.0,84.0
18.0,4.0,2020.0,87.7
18.0,4.0,2021.0,87.3
18.0,4.0,2022.0,84.2
18.0,4.0,2023.0,79.7
18.0,5.0,2015.0,84.8
18.0,5.0,2016.0,85.2
18.0,5.0,2017.0,83.7
18.0,5.0,2018.0,82.1
18.0,5.0,2019.0,82.2
18.0,5.0,2020.0,83.7
18.0,5.0,2021.0,82.3
18.0,5.0,2022.0,86.6
18.0,5.0,2023.0,86.8
18.0,6.0,2015.0,89.1
18.0,6.0,2016.0,89.2
18.0,6.0,2017.0,84.8
18.0,6.0,2018.0,86.0
18.0,6.0,2019.0,84.0
18.0,6.0,2020.0,83.7
18.0,6.0,2021.0,87.1
18.0,6.0,2022.0,87.3
18.0,6.0,2023.0,86.5
18.0,7.0,2015.0,89.1
18.0,7.0,2016.0,87.5
18.0,7.0,2017.0,86.3
18.0,7.0,2018.0,88.4
18.0,7.0,2019.0,86.1
18.0,7.0,2020.0,85.3
18.0,7.0,2021.0,85.5
18.0,7.0,2022.0,87.6
18.0,7.0,2023.0,86.9
18.0,8.0,2015.0,90.6
18.0,8.0,2016.0,85.2
18.0,8.0,2017.0,88.6
18.0,8.0,2018.0,85.7
18.0,8.0,2019.0,88.4
18.0,8.0,2020.0,88.2
18.0,8.0,2021.0,87.9
18.0,8.0,2022.0,90.0
18.0,8.0,2023.0,88.1
18.0,9.0,2015.0,84.4
18.0,9.0,2016.0,87.7
18.0,9.0,2017.0,87.3
18.0,9.0,2018.0,85.6
18.0,9.0,2019.0,87.0
18.0,9.0,2020.0,88.1
18.0,9.0,2021.0,86.4
18.0,9.0,2022.0,85.8
18.0,9.0,2023.0,88.6
18.0,10.0,2015.0,82.2
18.0,10.0,2016.0,82.1
18.0,10.0,2017.0,81.9
18.0,10.0,2018.0,85.0
18.0,10.0,2019.0,85.4
18.0,10.0,2020.0,82.1
18.0,10.0,2021.0,81.8
18.0,10.0,2022.0,84.5
18.0,11.0,2015.0,82.6
18.0,11.0,2016.0,77.2
18.0,11.0,2017.0,79.4
18.0,11.0,2018.0,80.1
18.0,11.0,2019.0,74.2
18.0,11.0,2020.0,77.4
18.0,11.0,2021.0,79.0
18.0,11.0,2022.0,77.3
18.0,12.0,2015.0,82.5
18.0,12.0,2016.0,81.9
18.0,12.0,2017.0,79.3
18.0,12.0,2018.0,73.7
18.0,12.0,2019.0,79.7
18.0,12.0,2020.0,68.9
18.0,12.0,2021.0,79.0
18.0,12.0,2022.0,77.0
19.0,1.0,2015.0,72.2
19.0,1.0,2016.0,62.6
19.0,1.0,2017.0,79.9
19.0,1.0,2018.0,68.4
19.0,1.0,2019.0,77.0
19.0,1.0,2020.0,80.2
19.0,1.0,2021.0,72.7
19.0,1.0,2022.0,72.8
19.0,1.0,2023.0,80.2
19.0,2.0,2015.0,58.8
19.0,2.0,2016.0,70.8
19.0,2.0,2017.0,84.5
19.0,2.0,2018.0,79.6
19.0,2.0,2019.0,80.4
19.0,2.0,2020.0,81.2
19.0,2.0,2021.0,81.6
19.0,2.0,2022.0,80.4
19.0,2.0,2023.0,80.8
19.0,3.0,2015.0,82.4
19.0,3.0,2016.0,82.8
19.0,3.0,2017.0,83.2
19.0,3.0,2018.0,83.9
19.0,3.0,2019.0,70.5
19.0,3.0,2020.0,79.7
19.0,3.0,2021.0,82.2
19.0,3.0,2022.0,82.9
19.0,3.0,2023.0,79.3
19.0,4.0,2015.0,87.7
19.0,4.0,2016.0,77.1
19.0,4.0,2017.0,78.7
19.0,4.0,2018.0,83.6
19.0,4.0,2019.0,85.8
19.0,4.0,2020.0,86.8
19.0,4.0,2021.0,87.0
19.0,4.0,2022.0,83.1
19.0,4.0,2023.0,78.3
19.0,5.0,2015.0,85.5
19.0,5.0,2016.0,85.7
